SMILES,pIC50,mol,num_atoms,logP
O=[N+]([O-])c1ccc2nc(C(F)(F)F)[nH]c2c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a2996ce0>,16,2.4899000000000004
CCCCC(N)C(=O)O,0.26,<rdkit.Chem.rdchem.Mol object at 0x7f59a2996d50>,9,0.5884999999999998
CCOP(=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a2996dc0>,17,5.391500000000002
Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a2996e30>,15,3.306400000000001
CC(=O)Nc1ccc(S(=O)(=O)F)cc1,0.05,<rdkit.Chem.rdchem.Mol object at 0x7f59a2996ea0>,14,1.3032
O=[N+]([O-])c1ccc([N+](=O)[O-])c(O)c1,0.06,<rdkit.Chem.rdchem.Mol object at 0x7f59a2996f10>,13,1.2085999999999997
NC(=O)c1ccc(N)nc1,,<rdkit.Chem.rdchem.Mol object at 0x7f59a2996f80>,10,-0.23730000000000023
CN(C)C(=O)Nc1cccc(F)c1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a2996ff0>,13,1.9192000000000002
CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a2997060>,14,3.0869000000000018
CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29970d0>,15,3.0185000000000013
CNC(=O)Oc1cc(C(C)C)cc(C(C)C)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a2997140>,17,3.651600000000003
O=C(O)Cc1cccc(F)c1,0.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a29971b0>,11,1.4528
O=C(O)C=Cc1ccc(O)c(O)c1,0.06,<rdkit.Chem.rdchem.Mol object at 0x7f59a2997220>,13,1.1956
CN(C)C(=O)Nc1ccc(F)cc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a2997290>,13,1.9192000000000002
CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a2997300>,19,3.5847200000000026
CCCCCCCCCC(=O)O,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a2997370>,12,3.2117000000000013
CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1,0.09,<rdkit.Chem.rdchem.Mol object at 0x7f59a29973e0>,18,1.0568
CSc1ncnc2c1ncn2C1OC(CO)C(O)C1O,,<rdkit.Chem.rdchem.Mol object at 0x7f59a2997450>,20,-0.8403000000000003
CC(=O)Nc1ccc(Cl)cc1C(F)(F)F,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29974c0>,15,3.3172000000000006
CC(=O)Nc1ccccc1C(F)(F)F,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a2997530>,14,2.663800000000001
Fc1ccccc1CCl,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29975a0>,9,2.5645000000000007
CN1C(CSCC(F)(F)F)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a2997610>,25,1.655
O=C(O)COc1ccccc1F,0.05,<rdkit.Chem.rdchem.Mol object at 0x7f59a2997680>,12,1.2891000000000001
Nc1ccccc1F,0.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a29976f0>,8,1.4079
CC(=O)Nc1ccc(Cl)c(C(F)(F)F)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a2997760>,15,3.3172000000000006
CC(=O)Nc1cc(C(F)(F)F)ccc1F,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29977d0>,15,2.8029
OCc1cccc(C(F)(F)F)c1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a2997840>,12,2.1977
O=C(O)COc1cccc(C(F)(F)F)c1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a29978b0>,15,2.1688
CC(=O)Nc1ccc(C(F)(F)F)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a2997920>,14,2.6638
CC(=O)c1cccnc1,0.05,<rdkit.Chem.rdchem.Mol object at 0x7f59a2997990>,9,1.2842
O=[N+]([O-])c1ccc(F)cc1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a2997a00>,10,1.7338999999999998
CC(=O)Nc1cccc(F)c1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a2997a70>,11,1.7840999999999998
O=C(O)Cc1cccc(C(F)(F)F)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a2997ae0>,14,2.3325000000000005
CC(=O)Nc1cccc(C(F)(F)F)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a2997b50>,14,2.6638
CC(=O)Nc1ccc(F)cc1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a2997bc0>,11,1.7840999999999998
Fc1ccc(CCl)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a2997c30>,9,2.5645000000000007
Cc1ccc(F)cc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a2997ca0>,8,2.1341200000000002
Fc1ccc(Cl)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a2997d10>,8,2.4791000000000007
COc1ccc(C(C)=O)c(O)c1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a2997d80>,12,1.6034
OCCCCC(F)(F)F,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a2997df0>,9,1.7113
Cc1cccc(F)c1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a2997e60>,8,2.1341200000000002
C=C(C)C(=O)OCC(F)(F)F,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a2997ed0>,11,1.668
CCSCC,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a2997f40>,5,1.7593999999999999
NC(=O)C(F)(F)F,0.92,<rdkit.Chem.rdchem.Mol object at 0x7f59a2998040>,7,0.03400000000000014
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29980b0>,18,3.8118
CC(=O)OCC(=O)C12OC(C)(C)OC1CC1C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC12C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a2998120>,35,2.9376000000000015
CC(CN1CCOCC1)C(C(=O)N1CCCC1)(c1ccccc1)c1ccccc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a2998190>,29,3.5634000000000023
COc1cc2c(cc1OC)C13CCN4CC5=CCOC6CC(=O)N2C1C6C5CC43,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a2998200>,29,2.1097
CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a2998270>,21,3.8826000000000027
O=S1(=O)N=CNc2ccccc21,0.15,<rdkit.Chem.rdchem.Mol object at 0x7f59a29982e0>,12,0.8291
NC(=O)c1ccccc1C(F)(F)F,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a2998350>,13,1.8043
CC(CCC(=O)NCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29983c0>,32,3.594100000000002
CC1=NS(=O)(=O)c2ccccc2N1,0.06,<rdkit.Chem.rdchem.Mol object at 0x7f59a2998430>,13,1.2191999999999998
NC(=O)c1[nH]cnc1N,,<rdkit.Chem.rdchem.Mol object at 0x7f59a29984a0>,9,-0.9092000000000005
CCC(=O)c1ccc2c(c1)N(CC(C)N(C)C)c1ccccc1S2,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a2998510>,24,4.832100000000005
O=C1C=CC(=O)C(c2ccccc2)=C1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a2998580>,14,1.778
CCCCCC(O)C=CC1C(O)CC(=O)C1CC=CCCCC(=O)O,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29985f0>,25,3.251100000000002
Fc1cc(F)c(F)c(F)c1F,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a2998660>,11,2.3821000000000003
CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a29986d0>,20,2.0023999999999997
O=[N+]([O-])c1cc(F)ccc1F,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a2998740>,11,1.873
CC1=Nc2ccc(Cl)cc2S(=O)(=O)N1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a29987b0>,14,1.6818
c1ccc(-c2ccccn2)nc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a2998820>,12,2.1435999999999993
Fc1ccccc1F,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a2998890>,8,1.9647999999999999
Oc1ccccc1F,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a2998900>,8,1.5312999999999999
Nc1ccc(F)c(Cl)c1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a2998970>,9,2.0613
Fc1ccc(F)c(F)c1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a29989e0>,9,2.1039
Nc1ccc(F)cc1F,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a2998a50>,9,1.547
CNC(=O)CF,,<rdkit.Chem.rdchem.Mol object at 0x7f59a2998ac0>,6,-0.29810000000000003
CC(C)SC1OC(CO)C(O)C(O)C1O,,<rdkit.Chem.rdchem.Mol object at 0x7f59a2998b30>,15,-1.0721000000000003
NNC(=O)c1ccnc(F)c1,,<rdkit.Chem.rdchem.Mol object at 0x7f59a2998ba0>,11,-0.17580000000000062
c1cncc(CN2CCCC2)c1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a2998c10>,12,1.6774
N#CC(C#N)=NNc1ccc(OC(F)(F)F)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a2998c80>,18,2.4002600000000003
Nc1ccc(F)cc1,0.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a2998cf0>,8,1.4079
Oc1ccc(F)cc1,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a2998d60>,8,1.5312999999999999
OCCF,,<rdkit.Chem.rdchem.Mol object at 0x7f59a2998dd0>,4,-0.05180000000000007
N#CCC(=O)O,,<rdkit.Chem.rdchem.Mol object at 0x7f59a2998e40>,6,-0.015320000000000056
Fc1cccc(F)c1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a2998eb0>,8,1.9648
Nc1cccc(F)c1,0.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a2998f20>,8,1.4079
Oc1cccc(F)c1,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a2998f90>,8,1.5312999999999999
Fc1cccnc1,0.06,<rdkit.Chem.rdchem.Mol object at 0x7f59a2999000>,7,1.2207000000000001
Fc1ccccn1,0.06,<rdkit.Chem.rdchem.Mol object at 0x7f59a2999070>,7,1.2207
NC(=O)NCCCC(N)C(=O)O,,<rdkit.Chem.rdchem.Mol object at 0x7f59a29990e0>,12,-1.1531999999999993
CC(O)C(F)(F)F,0.12,<rdkit.Chem.rdchem.Mol object at 0x7f59a2999150>,7,0.9295
OCC(F)(F)C(F)(F)C(F)(F)F,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a29991c0>,12,1.8115999999999999
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1C(=O)CO,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a2999230>,27,2.7808000000000015
CCOC(=O)C(F)(F)F,0.08,<rdkit.Chem.rdchem.Mol object at 0x7f59a29992a0>,9,1.1118000000000001
O=[N+]([O-])c1ccccc1C(F)(F)F,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a2999310>,13,2.613600000000001
COc1ccc(C(c2ccc(OC)cc2)C(F)(F)F)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a2999380>,21,4.398000000000003
O=C(O)c1c(F)cccc1F,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a29993f0>,11,1.663
CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,0.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a2999460>,17,1.4230200000000002
Fc1c(F)c(F)c(F)c(F)c1F,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29994d0>,12,2.5212
O=[N+]([O-])c1cc(C(F)(F)F)cc([N+](=O)[O-])c1Cl,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a2999540>,17,3.1752000000000002
COC(=O)c1ccccc1F,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a29995b0>,11,1.6122999999999998
Fc1cccc2cccnc12,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a2999620>,11,2.3739
CC(=O)Nc1cccc(Cl)c1F,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a2999690>,12,2.4375
Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,0.15,<rdkit.Chem.rdchem.Mol object at 0x7f59a2999700>,19,0.8334000000000001
CC(=O)Nc1ccccc1F,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a2999770>,11,1.7840999999999998
O=[N+]([O-])c1cc(C(F)(F)F)ccc1O,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29997e0>,14,2.3192
FC(F)(F)c1cccc(C(F)(F)F)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a2999850>,14,3.7242000000000006
CN(C)N=Nc1cccc(C(F)(F)F)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29998c0>,15,3.2657000000000016
Oc1ccc(C(F)(F)F)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a2999930>,11,2.4110000000000005
O=[N+]([O-])c1ccc(C(F)(F)F)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29999a0>,13,2.613600000000001
O=[N+]([O-])c1cccc(F)c1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a2999a10>,10,1.7339
COC(=O)c1ccc(F)cc1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a2999a80>,11,1.6122999999999998
CC(=O)c1ccc(F)cc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a2999af0>,10,2.0282999999999998
N#Cc1cccc(F)c1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a2999b60>,9,1.6973799999999999
O=C(Nc1ccccc1)C(F)(F)F,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a2999bd0>,13,2.1874000000000002
O=C(O)COc1cccc(F)c1,0.05,<rdkit.Chem.rdchem.Mol object at 0x7f59a2999c40>,12,1.2891000000000001
O=C(O)Cc1ccc(F)cc1,0.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a2999cb0>,11,1.4528
O=C(O)COc1ccc(F)cc1,0.05,<rdkit.Chem.rdchem.Mol object at 0x7f59a2999d20>,12,1.2891
N#CN,,<rdkit.Chem.rdchem.Mol object at 0x7f59a2999d90>,3,-0.57382
CC(=O)C(F)(F)F,0.07,<rdkit.Chem.rdchem.Mol object at 0x7f59a2999e00>,7,1.1377
OCC(F)(F)C(F)(F)F,0.07,<rdkit.Chem.rdchem.Mol object at 0x7f59a2999e70>,9,1.1763
FC(F)(c1ccccc1)C(F)(F)c1ccccc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a2999ee0>,18,4.570400000000002
CC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a2999f50>,27,2.923300000000001
O=S(=O)(c1ccccc1)C(F)(F)F,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a2999fc0>,13,1.9801000000000002
CCOC(=O)C(F)(F)C(F)(F)F,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a299a030>,12,1.7470999999999999
CC(=O)CF,0.29,<rdkit.Chem.rdchem.Mol object at 0x7f59a299a0a0>,5,0.5449
CC(=O)C(C)=O,0.68,<rdkit.Chem.rdchem.Mol object at 0x7f59a299a110>,6,0.1644000000000001
COC(=O)C(F)(F)F,0.19,<rdkit.Chem.rdchem.Mol object at 0x7f59a299a180>,8,0.7216999999999999
NS(=O)(=O)c1nc2ccccc2s1,0.11,<rdkit.Chem.rdchem.Mol object at 0x7f59a299a1f0>,13,0.9437
FC(F)(F)c1ccc(C(F)(F)F)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a299a260>,14,3.7242000000000006
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a299a2d0>,23,3.8826000000000036
CC12CCC3C4CCC(=O)C=C4CCC3C1CCC2O,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a299a340>,20,3.4891000000000028
O=C(c1ccccc1)C(F)(F)F,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a299a3b0>,12,2.4316000000000004
O=C(O)c1c(F)cccc1Cl,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a299a420>,11,2.1773
CCC(c1ccccc1)c1c(O)c2ccccc2oc1=O,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a299a490>,21,4.040500000000003
CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a299a500>,25,4.136700000000004
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a299a570>,20,3.153800000000002
COc1ccc2c(c1)[nH]c1c(C)nccc12,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a299a5e0>,16,3.033120000000001
Cc1ncc([N+](=O)[O-])n1CCO,0.81,<rdkit.Chem.rdchem.Mol object at 0x7f59a299a650>,12,0.09201999999999994
Oc1ccccc1C(F)(F)F,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a299a6c0>,11,2.4110000000000005
NC(=O)c1ccccc1F,0.12,<rdkit.Chem.rdchem.Mol object at 0x7f59a299a730>,10,0.9246000000000001
O=C(O)c1ccccc1F,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a299a7a0>,10,1.5239
Nc1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a299a810>,17,2.104
Nc1ccc(C(=O)O)c(F)c1,0.08,<rdkit.Chem.rdchem.Mol object at 0x7f59a299a880>,11,1.1061
O=[N+]([O-])c1ccc(F)cc1O,0.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a299a8f0>,11,1.4395
OCc1ccccc1F,0.05,<rdkit.Chem.rdchem.Mol object at 0x7f59a299a960>,9,1.318
Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12,0.07,<rdkit.Chem.rdchem.Mol object at 0x7f59a299a9d0>,19,1.1457999999999997
O=C(O)Cc1cc(O)ccc1O,0.19,<rdkit.Chem.rdchem.Mol object at 0x7f59a299aa40>,12,0.7248999999999999
O=C(Cc1ccccc1)c1ccccc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a299aab0>,15,3.112000000000002
O=C(O)Cc1ccccc1F,0.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a299ab20>,11,1.4528
CCOc1ccc2nc(S(N)(=O)=O)sc2c1,0.05,<rdkit.Chem.rdchem.Mol object at 0x7f59a299ab90>,16,1.3424
Cc1ccc(O)c(O)c1,0.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a299ac00>,9,1.4062199999999996
OC(CF)CF,0.52,<rdkit.Chem.rdchem.Mol object at 0x7f59a299ac70>,6,0.28630000000000005
CCOC(=O)C(F)F,0.15,<rdkit.Chem.rdchem.Mol object at 0x7f59a299ace0>,8,0.8146
O=Cc1cccc(C(F)(F)F)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a299ad50>,12,2.517900000000001
O=C(O)c1cccc(C(F)(F)F)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a299adc0>,13,2.4036
Nc1ccc(C(F)(F)F)cc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a299ae30>,11,2.2876000000000003
Cc1ccc(S(=O)(=O)F)cc1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a299aea0>,11,1.6532200000000001
O=C(O)c1ccc(C(F)(F)F)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a299af10>,13,2.403600000000001
CC(=O)c1cccc(F)c1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a299af80>,10,2.0282999999999998
NC(=O)c1cccc(F)c1,0.12,<rdkit.Chem.rdchem.Mol object at 0x7f59a299aff0>,10,0.9246000000000001
O=C(O)c1cccc(F)c1,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a299b060>,10,1.5239
Nc1ccc(C(=O)O)cc1F,0.08,<rdkit.Chem.rdchem.Mol object at 0x7f59a299b0d0>,11,1.1061
O=C(O)c1ccc(F)cc1,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a299b140>,10,1.5239
Fc1cccc(CCl)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a299b1b0>,9,2.5645000000000007
COc1cccc(F)c1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a299b220>,9,1.8342999999999998
FC(F)(F)Oc1ccccc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a299b290>,11,2.5852000000000004
FC(F)(F)Sc1ccccc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a299b300>,11,3.2985000000000015
O=S(=O)(Nc1ccccc1)C(F)(F)F,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a299b370>,14,1.9481
CCNC(C)Cc1cccc(C(F)(F)F)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a299b3e0>,16,3.2459000000000024
FC(F)Oc1ccccc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a299b450>,10,2.2880000000000003
O=NCc1ccc(F)cc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a299b4c0>,10,2.0921
O=CNc1ccc(F)cc1,0.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a299b530>,10,1.394
OCc1ccc(F)cc1,0.05,<rdkit.Chem.rdchem.Mol object at 0x7f59a299b5a0>,9,1.318
O=Cc1ccc(F)cc1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a299b610>,9,1.6382
COc1ccc(F)cc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a299b680>,9,1.8343
Fc1ccc(Br)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a299b6f0>,8,2.5882000000000005
N#CC#N,0.93,<rdkit.Chem.rdchem.Mol object at 0x7f59a299b760>,4,0.03356
OCCCC(F)(F)F,0.05,<rdkit.Chem.rdchem.Mol object at 0x7f59a299b7d0>,8,1.3212
N#CNC(=N)N,,<rdkit.Chem.rdchem.Mol object at 0x7f59a299b840>,6,-1.0494500000000002
O=C1CNC(=O)N1,,<rdkit.Chem.rdchem.Mol object at 0x7f59a299b8b0>,7,-1.1742
CC(C)(N)Cc1ccc(Cl)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a299b920>,12,2.6198000000000006
O=c1cn[nH]c(=O)[nH]1,,<rdkit.Chem.rdchem.Mol object at 0x7f59a299b990>,8,-1.5418
Cc1cc(N)nc(C)n1,0.21,<rdkit.Chem.rdchem.Mol object at 0x7f59a299ba00>,9,0.6756399999999999
Fc1ccccc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a299ba70>,7,1.8256999999999999
Nc1cccnc1,0.22,<rdkit.Chem.rdchem.Mol object at 0x7f59a299bae0>,7,0.6638000000000001
OCCCF,0.46,<rdkit.Chem.rdchem.Mol object at 0x7f59a299bb50>,5,0.3383
CCOCOCC,0.1,<rdkit.Chem.rdchem.Mol object at 0x7f59a299bbc0>,7,1.0169000000000001
CCC=CCC=CCC=CCCCCCCCC(=O)O,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a299bc30>,20,5.660500000000005
C=C=C,0.11,<rdkit.Chem.rdchem.Mol object at 0x7f59a299bca0>,3,0.9572999999999999
CC(C)(C)C,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a299bd10>,5,2.0524
CC(O)C(C)(C)C,0.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a299bd80>,7,1.4133
COC1CC(OC2CCC3(C)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)C(OC(C)=O)CC43O)C2)OC(C)C1O,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a299bdf0>,41,3.681000000000003
C=CCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,0.05,<rdkit.Chem.rdchem.Mol object at 0x7f59a299be60>,24,1.3014
CC1OC(OC2C=C3CCC4C(CCC5(C)C(c6ccc(=O)oc6)CCC45O)C3(C)CC2)C(O)C(O)C1O,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a299bed0>,38,3.013800000000002
COC1C(O)C(C)OC(OC2CCC3(C)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)CCC43O)C2)C1O,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a299bf40>,38,3.110200000000001
Oc1ccc2c3c1OC1C(O)C=CC4C(C2)NCCC341,0.14,<rdkit.Chem.rdchem.Mol object at 0x7f59a299c040>,20,0.8558999999999997
COc1ccc2c3c1OC1C(O)C=CC4C(C2)NCCC341,0.07,<rdkit.Chem.rdchem.Mol object at 0x7f59a299c0b0>,21,1.1588999999999998
O=C1CC=C2C3CC4N(CCC45c4ccccc4N1C25)CC3=CCO,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a299c120>,25,1.9962000000000004
CCC(=O)OC1(c2ccccc2)CCN(C)CC1CC,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a299c190>,20,3.1968000000000023
COc1ccc2c(c1)OCC1(O)c3cc4c(cc3OC21)OCO4,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a299c200>,23,2.1376
CCC(=O)OC(Cc1ccccc1)(c1ccccc1)C(C)CN(C)C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a299c270>,25,4.275500000000004
C=C1C(=O)OC2CC3(C)CCCC(=C)C3CC12,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a299c2e0>,17,3.2406000000000024
CC(C)C12CCC(C)(CC1)O2,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a299c350>,11,2.7441000000000013
CC12CCC(CC1)C(C)(C)O2,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a299c3c0>,11,2.7441000000000013
CCOP(=O)(OCC)OC(=CCl)c1ccc(Cl)cc1Cl,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a299c430>,20,5.7283000000000035
Fc1cncnc1,0.24,<rdkit.Chem.rdchem.Mol object at 0x7f59a299c4a0>,7,0.6156999999999999
CC(CCC(=O)NCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a299c510>,33,2.564899999999999
